Rank,Club,Country,Level,Elo,From,To
1,Liverpool,ENG,1,2017.22631836,2025-04-30,2025-05-01
2,Arsenal,ENG,1,1997.3527832,2025-04-30,2025-05-01
3,Barcelona,ESP,1,1954.1229248,2025-05-01,2025-05-01
4,Paris SG,FRA,1,1947.74523926,2025-04-30,2025-05-01
5,Inter,ITA,1,1945.99377441,2025-05-01,2025-05-01
6,Man City,ENG,1,1941.67907715,2025-05-01,2025-05-01
7,Real Madrid,ESP,1,1940.95410156,2025-05-01,2025-05-01
8,Bayern,GER,1,1915.86853027,2025-04-27,2025-05-03
9,Leverkusen,GER,1,1871.15136719,2025-04-27,2025-05-01
10,Chelsea,ENG,1,1865.625,2025-04-30,2025-05-01
11,Newcastle,ENG,1,1864.93786621,2025-04-30,2025-05-01
12,Atletico,ESP,1,1861.41552734,2025-05-01,2025-05-01
13,Aston Villa,ENG,1,1855.61096191,2025-04-30,2025-05-01
14,Napoli,ITA,1,1850.27380371,2025-05-01,2025-05-01
15,Atalanta,ITA,1,1849.00488281,2025-05-01,2025-05-01
16,Bilbao,ESP,1,1818.01330566,2025-05-01,2025-05-01
17,Forest,ENG,1,1810.08776855,2025-04-30,2025-05-01
18,Roma,ITA,1,1808.56921387,2025-05-01,2025-05-01
19,Juventus,ITA,1,1802.19885254,2025-05-01,2025-05-01
20,Crystal Palace,ENG,1,1800.8026123,2025-04-30,2025-05-01
21,Bologna,ITA,1,1793.60742188,2025-05-01,2025-05-01
22,Benfica,POR,1,1793.54321289,2025-05-01,2025-05-01
23,Dortmund,GER,1,1792.65014648,2025-04-30,2025-05-01
24,Bournemouth,ENG,1,1792.2878418,2025-04-30,2025-05-01
25,Fulham,ENG,1,1787.453125,2025-04-30,2025-05-01
26,Brentford,ENG,1,1786.6895752,2025-04-30,2025-05-01
27,Lille,FRA,1,1786.33447266,2025-04-30,2025-05-01
28,Man United,ENG,1,1785.17834473,2025-04-30,2025-05-01
29,Milan,ITA,1,1784.36035156,2025-05-01,2025-05-01
30,Lazio,ITA,1,1782.27770996,2025-05-01,2025-05-01
31,Sporting,POR,1,1781.51452637,2025-05-01,2025-05-01
32,PSV,NED,1,1780.92272949,2025-04-30,2025-05-01
33,Tottenham,ENG,1,1780.18725586,2025-04-30,2025-05-01
34,Fiorentina,ITA,1,1778.44494629,2025-05-01,2025-05-01
35,Brighton,ENG,1,1776.41259766,2025-04-30,2025-05-01
36,Feyenoord,NED,1,1762.15063477,2025-04-27,2025-05-01
37,Betis,ESP,1,1759.20788574,2025-05-01,2025-05-01
38,Villarreal,ESP,1,1758.72802734,2025-05-01,2025-05-01
39,Everton,ENG,1,1758.59838867,2025-04-30,2025-05-01
40,Monaco,FRA,1,1757.94372559,2025-04-30,2025-05-01
41,Lyon,FRA,1,1751.89733887,2025-04-30,2025-05-01
42,Wolves,ENG,1,1745.77001953,2025-04-30,2025-05-01
43,Frankfurt,GER,1,1739.73681641,2025-04-27,2025-05-04
44,Brugge,BEL,1,1731.66088867,2025-04-28,2025-05-01
45,Marseille,FRA,1,1731.37280273,2025-04-30,2025-05-04
46,West Ham,ENG,1,1723.30822754,2025-04-30,2025-05-01
47,RB Leipzig,GER,1,1722.14233398,2025-04-28,2025-05-03
48,Burnley,ENG,2,1714.81665039,2025-04-30,2025-05-01
49,Torino,ITA,1,1711.20996094,2025-05-01,2025-05-01
50,Strasbourg,FRA,1,1710.60864258,2025-05-01,2025-05-03
51,Leeds,ENG,2,1708.43432617,2025-04-30,2025-05-01
52,St Gillis,BEL,1,1704.64147949,2025-04-28,2025-05-02
53,Nice,FRA,1,1702.78344727,2025-04-30,2025-05-02
54,Fenerbahce,TUR,1,1699.80114746,2025-04-30,2025-05-04
55,Mainz,GER,1,1694.29199219,2025-04-27,2025-05-03
56,Stuttgart,GER,1,1692.32666016,2025-04-28,2025-05-03
57,Slavia Praha,CZE,1,1692.27307129,2025-04-28,2025-05-03
58,Celta,ESP,1,1687.78735352,2025-05-01,2025-05-01
59,Sociedad,ESP,1,1687.37353516,2025-05-01,2025-05-01
60,Ajax,NED,1,1686.98925781,2025-04-28,2025-05-01
61,Freiburg,GER,1,1686.35131836,2025-05-01,2025-05-01
62,Osasuna,ESP,1,1685.52246094,2025-05-01,2025-05-01
63,Galatasaray,TUR,1,1683.64123535,2025-04-28,2025-05-01
64,Valencia,ESP,1,1682.32873535,2025-05-01,2025-05-01
65,Porto,POR,1,1682.07543945,2025-04-28,2025-05-01
66,Brest,FRA,1,1669.26477051,2025-04-30,2025-05-04
67,Braga,POR,1,1665.76464844,2025-04-28,2025-05-03
68,Werder,GER,1,1665.69628906,2025-04-28,2025-05-03
69,Mallorca,ESP,1,1664.37304688,2025-05-01,2025-05-01
70,Espanyol,ESP,1,1663.50048828,2025-05-01,2025-05-01
71,Celtic,SCO,1,1662.51965332,2025-04-28,2025-05-01
72,Sevilla,ESP,1,1660.24938965,2025-05-01,2025-05-01
73,Olympiakos,GRE,1,1658.85314941,2025-05-01,2025-05-01
74,Getafe,ESP,1,1658.24780273,2025-05-01,2025-05-01
75,Genoa,ITA,1,1657.33959961,2025-05-01,2025-05-01
76,Girona,ESP,1,1656.80249023,2025-05-01,2025-05-01
77,Augsburg,GER,1,1656.65979004,2025-05-01,2025-05-01
78,Rennes,FRA,1,1656.41137695,2025-04-30,2025-05-01
79,Lens,FRA,1,1652.86291504,2025-04-30,2025-05-02
80,Bodoe Glimt,NOR,1,1649.06713867,2025-04-28,2025-05-01
81,Gladbach,GER,1,1646.27966309,2025-04-27,2025-05-01
82,Wolfsburg,GER,1,1646.01306152,2025-04-27,2025-05-01
83,Como,ITA,1,1642.79333496,2025-05-01,2025-05-01
84,Zenit,RUS,1,1642.72241211,2025-04-28,2025-05-01
85,Rayo Vallecano,ESP,1,1642.43786621,2025-05-01,2025-05-01
86,Udinese,ITA,1,1641.27770996,2025-05-01,2025-05-01
87,Alaves,ESP,1,1639.31811523,2025-05-01,2025-05-01
88,Auxerre,FRA,1,1636.99487305,2025-04-30,2025-05-01
89,Sassuolo,ITA,2,1632.68676758,2025-05-01,2025-05-01
90,Genk,BEL,1,1632.66088867,2025-05-01,2025-05-03
91,Toulouse,FRA,1,1631.49487305,2025-04-30,2025-05-03
92,Union Berlin,GER,1,1626.77539062,2025-04-28,2025-05-03
93,Viktoria Plzen,CZE,1,1623.06469727,2025-04-28,2025-05-03
94,Cagliari,ITA,1,1618.21582031,2025-05-01,2025-05-01
95,Las Palmas,ESP,1,1612.03540039,2025-05-01,2025-05-01
96,Sparta Praha,CZE,1,1611.04968262,2025-04-29,2025-05-03
97,Sheffield United,ENG,2,1606.56335449,2025-04-30,2025-05-01
98,Hoffenheim,GER,1,1606.41137695,2025-04-27,2025-05-01
99,FC Krasnodar,RUS,1,1605.19494629,2025-04-26,2025-05-01
100,Parma,ITA,1,1604.83850098,2025-05-01,2025-05-01
None,Reims,FRA,1,1604.44848633,2025-05-01,2025-05-02
None,Utrecht,NED,1,1601.79821777,2025-04-26,2025-05-10
None,Ipswich,ENG,1,1596.27270508,2025-04-30,2025-05-01
None,Alkmaar,NED,1,1596.12158203,2025-04-25,2025-05-04
None,Levante,ESP,2,1595.40771484,2025-05-01,2025-05-01
None,Anderlecht,BEL,1,1595.39904785,2025-04-28,2025-05-01
None,Verona,ITA,1,1594.99841309,2025-05-01,2025-05-01
None,St Pauli,GER,1,1594.11657715,2025-04-28,2025-05-03
